"longitude" "latitude" "date" "ozone"
"-78.43611" "38.52194" "08-01-2001" "67.286"
"-78.50472" "38.66333" "08-01-2001" "55.375"
"-77.63556" "38.85528" "08-01-2001" "76.25"
"-79.88417" "37.28556" "08-01-2001" "51.25"
"-79.51305" "37.62611" "08-01-2001" "45.5"
"-77.37028" "38.48306" "08-01-2001" "74.625"
"-81.255" "36.89305" "08-01-2001" "48.25"
"-77.04472" "38.81083" "08-01-2001" "63.857"
"-76.39917" "37.00333" "08-01-2001" "32.125"
"-76.43861" "36.90333" "08-01-2001" "30.429"
"-76.73139" "36.6675" "08-01-2001" "46.714"
"-123.42555" "48.0975" "08-01-2001" "19.125"
"-122.51667" "45.61667" "08-01-2001" "35.5"
"-122.04444" "47.55194" "08-01-2001" "17.625"
"-121.77333" "47.48972" "08-01-2001" "26.375"
"-121.93306" "47.14111" "08-01-2001" "24.714"
"-122.3125" "47.56972" "08-01-2001" "24.75"
"-121.00071" "45.6662" "08-01-2001" "46.25"
"-121.73278" "46.78528" "08-01-2001" "43.875"
"-122.29806" "46.98" "08-01-2001" "26.714"
"-122.3175" "46.84306" "08-01-2001" "28.5"
"-122.12167" "46.76139" "08-01-2001" "28.875"
"-121.44695" "48.53944" "08-01-2001" "18.5"
"-117.53028" "47.42222" "08-01-2001" "46.75"
"-117.27528" "47.82722" "08-01-2001" "47.625"
"-122.61083" "46.93639" "08-01-2001" "25"
"-122.55453" "48.95257" "08-01-2001" "25"
"-77.96413" "39.44801" "08-01-2001" "67"
"-82.42532" "38.42451" "08-01-2001" "86.875"
"-80.63281" "37.90844" "08-01-2001" "54"
"-80.58089" "40.42154" "08-01-2001" "83"
"-81.62843" "38.34562" "08-01-2001" "74"
"-79.92111" "39.64944" "08-01-2001" "67.25"
"-80.69926" "40.12043" "08-01-2001" "87.875"
"-81.55219" "39.32366" "08-01-2001" "70"
"-87.90889" "44.53" "08-01-2001" "52.75"
"-89.10889" "43.31445" "08-01-2001" "49.125"
"-89.35722" "43.10083" "08-01-2001" "51.375"
"-88.52778" "43.435" "08-01-2001" "54.125"
"-86.99361" "45.23778" "08-01-2001" "74.25"
"-88.40056" "45.79556" "08-01-2001" "45.429"
"-88.42194" "43.68778" "08-01-2001" "55.286"
"-89.65945" "42.53389" "08-01-2001" "53.75"
"-88.81223" "43.00139" "08-01-2001" "60.75"
"-87.82611" "42.55917" "08-01-2001" "71.625"
"-87.81111" "42.50472" "08-01-2001" "82"
"-87.84944" "42.65278" "08-01-2001" "70.125"
"-87.50611" "44.44278" "08-01-2001" "66.25"
"-87.96861" "44.0825" "08-01-2001" "50.875"
"-87.61611" "44.13861" "08-01-2001" "77.875"
"-89.76972" "44.70722" "08-01-2001" "50.571"
"-87.9125" "43.06111" "08-01-2001" "46.375"
"-87.88445" "43.07528" "08-01-2001" "54.125"
"-88.00555" "43.09278" "08-01-2001" "51.5"
"-87.90056" "43.18111" "08-01-2001" "56"
"-87.87806" "42.89639" "08-01-2001" "60.125"
"-89.63223" "45.67805" "08-01-2001" "49.286"
"-88.39555" "44.30695" "08-01-2001" "44.5"
"-87.92083" "43.34306" "08-01-2001" "62"
"-87.81" "43.49805" "08-01-2001" "82.125"
"-87.79861" "42.71389" "08-01-2001" "71.125"
"-89.015" "42.52917" "08-01-2001" "61"
"-89.68027" "43.43555" "08-01-2001" "51.75"
"-87.71639" "43.66694" "08-01-2001" "92.75"
"-87.81306" "43.71833" "08-01-2001" "59.25"
"-90.56834" "43.70222" "08-01-2001" "52.625"
"-89.65361" "46.04806" "08-01-2001" "44.5"
"-88.49917" "42.58" "08-01-2001" "59.625"
"-88.22028" "43.32722" "08-01-2001" "59.5"
"-88.23194" "43.00389" "08-01-2001" "59.5"
"-88.52972" "44.07528" "08-01-2001" "54.125"
"-105.29029" "44.67205" "08-01-2001" "57.875"
"-110.4" "44.56528" "08-01-2001" "55.125"
